plot,year,range,column,type,rep,treatment,species,accession,date,mean_tgi,median_tgi,q1_tgi,q3_tgi,var_tgi,sd_tgi
6412,2021,64,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-76,07-16-2021,15.315812542300328,9.469999999999999,5.740000000000009,24.560000000000002,162.9433306329069,12.764925798174735
6413,2021,64,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-148,07-16-2021,13.678814768739654,8.129999999999995,4.909999999999997,20.460000000000008,153.59141603276132,12.393200395086062
6414,2021,64,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-42,07-16-2021,10.270858397081723,5.519999999999996,3.9099999999999966,10.030000000000001,129.96943307068958,11.40041372366326
6415,2021,64,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-180,07-16-2021,11.993568417900823,6.030000000000015,4.13000000000001,15.420000000000002,156.82296984579807,12.522897821422886
6416,2021,64,16,check,1,WL,sorghum bicolor,BTx642,07-16-2021,14.69177943672769,8.739999999999995,4.640000000000001,23.61,172.05565357395085,13.11699864961306
6417,2021,64,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-67,07-16-2021,9.932703834746865,3.960000000000008,1.3500000000000085,15.099999999999994,142.85938391280644,11.952379843060813
6418,2021,64,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-172,07-16-2021,12.051881131148692,6.0,2.0600000000000023,19.980000000000004,167.03065471129298,12.924033995285411
6419,2021,64,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-204,07-16-2021,12.892435392664622,8.099999999999998,3.010000000000005,21.27000000000001,146.04786722973347,12.085026571329228
6420,2021,64,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-28,07-16-2021,11.718040519620379,5.570000000000007,2.4399999999999977,19.440000000000005,149.7840704257661,12.238630251207285
6421,2021,64,21,check,2,WL,sorghum bicolor,BTx642,07-16-2021,14.646758663959142,9.830000000000005,3.1799999999999926,24.849999999999994,176.7499067339568,13.294732292677308
6422,2021,64,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-165,07-16-2021,12.890108922474841,7.029999999999987,2.3499999999999943,21.83,170.20517428598967,13.046270512525396
6423,2021,64,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-7,07-16-2021,10.057057324935936,3.9099999999999966,1.2999999999999972,15.980000000000004,148.79634232944952,12.198210619982323
6424,2021,64,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-202,07-16-2021,11.980173022668533,6.27,1.6600000000000001,20.239999999999995,164.9270942236851,12.842394411622978
6425,2021,64,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-158,07-16-2021,14.748389279613074,10.61,2.639999999999998,25.609999999999992,179.45790170305284,13.396189820357609
6426,2021,64,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-221,07-16-2021,14.400916959117982,10.32,2.569999999999993,24.680000000000007,173.1732521987682,13.159530850253295
6427,2021,64,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-167,07-16-2021,13.759968644437619,9.219999999999999,2.469999999999999,23.06999999999999,169.4888251707451,13.018787392485718
6428,2021,64,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-62,07-16-2021,14.281928127389385,8.570000000000007,3.230000000000004,24.05,182.69047833012903,13.516304166824932
6429,2021,64,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-1,07-16-2021,11.70670548795089,6.61999999999999,2.9299999999999997,18.540000000000006,134.66182787314253,11.6043883024114
6430,2021,64,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-29,07-16-2021,12.420089448633034,6.789999999999992,2.5500000000000114,20.13000000000001,162.77673227037673,12.758398499434666
6431,2021,64,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-246,07-16-2021,12.41526974525272,7.159999999999997,4.059999999999988,18.739999999999995,141.67862773725278,11.902883169100367
6432,2021,64,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.17368313988969,11.690000000000005,5.769999999999996,23.540000000000006,131.04496034603312,11.447487075600177
6501,2021,65,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.35152073536155,9.499999999999986,6.719999999999999,22.10000000000001,111.24387152636498,10.547221033351153
6502,2021,65,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-139,07-16-2021,10.311705279766116,7.939999999999998,4.839999999999996,12.790000000000006,74.61414525378989,8.637947977024977
6503,2021,65,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-140,07-16-2021,11.640589026358258,7.109999999999999,2.719999999999999,17.177499999999995,143.99244817310202,11.999685336420368
6504,2021,65,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-50,07-16-2021,13.575092169584929,8.060000000000002,2.719999999999999,22.83,179.3135088050917,13.390799408739259
6505,2021,65,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-207,07-16-2021,12.009858575422392,5.890000000000001,2.9399999999999977,18.19999999999999,164.71845087400663,12.834268614689606
6506,2021,65,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-170,07-16-2021,13.547821746753014,8.439999999999998,3.940000000000012,21.349999999999994,154.8111661080757,12.442313535194156
6507,2021,65,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-182,07-16-2021,12.60665010040458,6.980000000000011,3.1599999999999966,19.710000000000008,159.86915358621926,12.64393742416575
6508,2021,65,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-211,07-16-2021,13.092707705628719,7.890000000000001,4.32,19.560000000000002,146.7079408380167,12.112305347786469
6509,2021,65,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-54,07-16-2021,14.690752841849683,8.569999999999993,4.349999999999994,23.730000000000004,180.17779910931344,13.423032411095246
6510,2021,65,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-213,07-16-2021,14.48437783483582,9.469999999999999,5.219999999999999,21.659999999999997,151.73896835619456,12.318237226007403
6511,2021,65,11,check,1,WL,sorghum bicolor,BTx642,07-16-2021,14.563693121113333,9.300000000000011,6.3700000000000045,20.710000000000008,146.25845512178023,12.093736193657453
6512,2021,65,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-179,07-16-2021,14.809829290975587,9.740000000000009,6.1299999999999955,22.370000000000005,142.27845201999435,11.928053152966513
6513,2021,65,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-124,07-16-2021,14.802489245921679,8.960000000000008,5.689999999999998,22.560000000000002,163.43207886253776,12.78405565000942
6514,2021,65,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-216,07-16-2021,14.584283277720228,8.810000000000002,5.960000000000008,21.269999999999996,159.48721962707805,12.628824950369612
6515,2021,65,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-9,07-16-2021,14.029359510762976,8.519999999999996,4.739999999999995,21.879999999999995,159.82879688387436,12.642341432024146
6516,2021,65,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-94,07-16-2021,9.991850866764358,5.960000000000008,4.030000000000001,12.930000000000007,87.06282829759114,9.330746395524375
6517,2021,65,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-189,07-16-2021,14.345813499111898,9.079999999999998,3.9599999999999937,23.950000000000003,168.0903674863787,12.964966929629197
6518,2021,65,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-238,07-16-2021,10.428924525475885,4.509999999999998,1.7399999999999949,16.510000000000005,144.69943518019176,12.029107829768247
6519,2021,65,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-124,07-16-2021,12.207042260734841,5.960000000000008,2.789999999999992,19.439999999999998,164.2864916448718,12.81742921356977
6520,2021,65,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-18,07-16-2021,14.621082771233604,9.830000000000002,2.9299999999999997,24.94999999999999,182.23435013370988,13.499420362878915
6521,2021,65,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-9,07-16-2021,14.022233980833619,8.829999999999998,2.5700000000000074,23.75,182.1157454535395,13.495026693324451
6522,2021,65,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-143,07-16-2021,15.283440895006038,10.590000000000003,3.230000000000004,25.610000000000007,191.93968424645684,13.854229832309583
6523,2021,65,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-230,07-16-2021,11.056883654918392,5.739999999999995,2.010000000000005,17.679999999999993,138.89593343373176,11.785411890711828
6524,2021,65,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-79,07-16-2021,10.955432691615432,4.61999999999999,1.519999999999996,17.19999999999999,163.12549063230023,12.772058981710828
6525,2021,65,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-99,07-16-2021,12.861925602103529,8.489999999999995,2.3199999999999985,20.590000000000003,160.62195019988184,12.673671535899999
6526,2021,65,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-162,07-16-2021,14.107844014017944,9.61,2.450000000000003,23.900000000000006,178.0625555888953,13.344008227998636
6527,2021,65,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-13,07-16-2021,13.615196400734673,9.269999999999996,2.8900000000000006,22.950000000000017,156.36530037622202,12.504611164535346
6528,2021,65,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-145,07-16-2021,14.073589893839177,9.810000000000002,3.6099999999999994,23.39,152.02526202492217,12.329852473769593
6529,2021,65,29,check,2,WL,sorghum bicolor,BTx642,07-16-2021,13.732245848966937,8.660000000000004,2.9399999999999977,23.440000000000005,164.5526738006113,12.827808612565565
6530,2021,65,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-108,07-16-2021,13.612511517397412,8.929999999999998,3.8900000000000006,22.14999999999999,148.31581615924074,12.178498107699518
6531,2021,65,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-97,07-16-2021,9.599970134284279,6.549999999999997,4.719999999999999,12.450000000000003,63.97667797537148,7.998542240644321
6532,2021,65,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.079199102675528,13.569999999999993,6.159999999999997,24.810000000000002,129.23714989413932,11.368251839845005
6601,2021,66,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.501387892579825,11.769999999999996,8.5,24.58999999999999,126.36759305981768,11.24133413166861
6602,2021,66,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-70,07-16-2021,13.363073032191435,9.38000000000001,5.009999999999991,18.85499999999999,134.17690377103966,11.58347546166692
6603,2021,66,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-39,07-16-2021,11.717855800164948,5.809999999999995,1.7199999999999989,18.959999999999994,170.49447480073235,13.057353284671912
6604,2021,66,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-186,07-16-2021,3.0492832210979084,1.8900000000000006,0.9899999999999949,3.280000000000001,17.051868495148074,4.1293908140484925
6605,2021,66,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-208,07-16-2021,11.144946520294086,4.5,2.1099999999999994,17.419999999999987,163.34532183535794,12.780662026489784
6606,2021,66,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-228,07-16-2021,12.507765064337276,6.669999999999991,2.5999999999999943,20.13000000000001,163.73762716716118,12.796000436353587
6607,2021,66,07,check,1,WL,sorghum bicolor,BTx642,07-16-2021,13.6948795465587,7.890000000000001,2.8900000000000006,23.489999999999995,175.10020501075414,13.232543406720952
6608,2021,66,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-53,07-16-2021,12.525195371398517,6.5,3.010000000000005,20.710000000000008,159.56724967341907,12.63199309980096
6609,2021,66,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-86,07-16-2021,14.624074776326243,10.11,4.450000000000003,23.319999999999993,154.75609652090435,12.440100342075395
6610,2021,66,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-238,07-16-2021,13.373954351026464,7.790000000000006,3.519999999999996,21.120000000000005,162.09742276597348,12.7317486138383
6611,2021,66,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-166,07-16-2021,12.918671192440414,7.52000000000001,4.570000000000007,18.710000000000008,149.04884761212506,12.208556327925308
6612,2021,66,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-73,07-16-2021,12.036938747212366,7.470000000000013,4.52000000000001,17.64,115.09432640054422,10.728202384395264
6613,2021,66,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-102,07-16-2021,13.877429383318644,8.52000000000001,5.199999999999996,20.409999999999997,150.11663538851772,12.252209408450286
6614,2021,66,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-188,07-16-2021,17.007577929306986,12.560000000000002,5.450000000000003,27.050000000000004,191.02418595563492,13.821149950551687
6615,2021,66,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-194,07-16-2021,10.216474488291155,4.690000000000012,2.5700000000000074,14.080000000000013,135.04796151520182,11.621013790336962
6616,2021,66,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-237,07-16-2021,11.588695327947573,6.1299999999999955,3.3500000000000085,16.370000000000005,142.98641908648685,11.957692883097762
6617,2021,66,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-193,07-16-2021,13.28702121204911,8.079999999999998,4.789999999999992,20.929999999999993,134.3159151756707,11.589474326977506
6618,2021,66,18,check,2,WL,sorghum bicolor,BTx642,07-16-2021,15.018276331290124,10.27,4.010000000000005,24.780000000000015,175.11821507201853,13.23322391074898
6619,2021,66,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-94,07-16-2021,8.160707799735041,4.519999999999996,1.9099999999999966,12.269999999999984,73.23235674261635,8.557590592136103
6620,2021,66,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-42,07-16-2021,12.661434634707646,7.179999999999993,2.299999999999997,21.150000000000006,164.7593876511362,12.835863338752723
6621,2021,66,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-112,07-16-2021,3.0763292933687976,1.5700000000000074,0.9099999999999966,2.7900000000000063,26.76128296784331,5.173130867071054
6622,2021,66,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-150,07-16-2021,11.435509159335348,4.349999999999994,1.8599999999999994,19.439999999999998,172.36746784830373,13.128879154303453
6623,2021,66,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-17,07-16-2021,12.103534860161368,6.420000000000002,2.5700000000000074,19.44,155.22073509331605,12.458761378777428
6624,2021,66,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-90,07-16-2021,14.465120357442055,10.050000000000004,2.960000000000008,24.61,169.99274088889302,13.038126433230083
6625,2021,66,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-209,07-16-2021,7.461116523742083,3.1299999999999955,0.8100000000000023,12.030000000000001,79.43025168164267,8.912365100333506
6626,2021,66,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-104,07-16-2021,14.598095529120737,11.149999999999999,2.9299999999999997,24.54,164.8449461361687,12.83919569662246
6627,2021,66,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-239,07-16-2021,14.212061033098463,10.299999999999997,2.8900000000000006,23.83,166.65784805337685,12.909602939415947
6628,2021,66,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-163,07-16-2021,13.469300345518919,7.449999999999989,2.6700000000000017,22.54,179.71466699416746,13.405769914263315
6629,2021,66,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-157,07-16-2021,3.6088180022262106,3.1099999999999994,1.5,4.670000000000002,12.107773904974099,3.4796226670393584
6630,2021,66,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-110,07-16-2021,12.256163263149244,6.670000000000002,4.130000000000003,19.47,131.0708026808384,11.448615753917082
6631,2021,66,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-153,07-16-2021,11.077134809897947,7.38000000000001,5.3300000000000125,14.399999999999991,82.8263610989129,9.100898917080274
6632,2021,66,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.649159087820072,13.370000000000005,6.670000000000002,23.540000000000006,112.71187196233444,10.616584759814922
6701,2021,67,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.710300623556844,12.879999999999999,8.159999999999997,25.08,128.90985334588103,11.353847512886592
6702,2021,67,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-199,07-16-2021,11.298226003490402,8.549999999999997,6.6000000000000085,12.060000000000002,77.89530799822434,8.825831858710222
6703,2021,67,03,check,1,WL,sorghum bicolor,BTx642,07-16-2021,12.785653522775968,8.939999999999998,5.599999999999994,18.08,114.2607559607121,10.689282293994864
6704,2021,67,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-136,07-16-2021,12.235874682719027,7.549999999999997,2.6000000000000085,18.835,154.08087177422235,12.412931634961273
6705,2021,67,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-92,07-16-2021,13.030652274055484,7.199999999999999,2.549999999999997,21.879999999999995,169.28859605086978,13.011095113435678
6706,2021,67,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-150,07-16-2021,10.644527588566957,4.550000000000011,1.9399999999999977,16.010000000000005,152.61195089748054,12.353620963000303
6707,2021,67,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-232,07-16-2021,13.738990825688072,8.659999999999997,2.940000000000012,22.345,173.92433568264022,13.188037597862701
6708,2021,67,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-131,07-16-2021,13.362158519030341,7.740000000000009,3.3300000000000125,21.439999999999998,164.86163849447786,12.83984573483957
6709,2021,67,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-204,07-16-2021,11.474913633863169,6.540000000000006,3.0600000000000023,16.88000000000001,134.9360147351507,11.616196224890087
6710,2021,67,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-203,07-16-2021,11.192530657815695,5.790000000000006,3.1999999999999957,16.810000000000002,130.46017342502168,11.421916363947938
6711,2021,67,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-112,07-16-2021,4.438388299568232,4.420000000000002,2.6400000000000006,6.13000000000001,5.093227809386208,2.2568180718405744
6712,2021,67,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-233,07-16-2021,9.472896991411561,5.3500000000000085,3.25,9.299999999999997,125.83907922322665,11.217801889105845
6713,2021,67,13,check,1,WL,sorghum bicolor,BTx642,07-16-2021,15.741163486321632,9.150000000000002,5.859999999999999,24.56000000000001,180.9167061041295,13.450528097592656
6714,2021,67,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-97,07-16-2021,12.088933615701444,7.25,5.590000000000003,15.319999999999993,113.92020142136869,10.673340687028062
6715,2021,67,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-143,07-16-2021,16.136904961868634,9.220000000000002,5.25,26.679999999999993,201.61269932707617,14.199038676159601
6716,2021,67,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-191,07-16-2021,13.010594699801805,7.4450000000000145,3.8100000000000023,20.53,152.75041370265714,12.359223830914996
6717,2021,67,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-98,07-16-2021,13.567627243343857,8.339999999999996,3.25,21.72999999999999,171.268259646773,13.086949974947295
6718,2021,67,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-188,07-16-2021,13.228136385434315,8.319999999999993,3.3499999999999943,21.89999999999999,147.68453254791328,12.152552511629533
6719,2021,67,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-83,07-16-2021,12.641246757117404,7.420000000000002,3.049999999999997,20.780000000000015,149.56470183038715,12.229664829028927
6720,2021,67,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-22,07-16-2021,13.22121534582477,6.519999999999996,3.0799999999999983,22.39,174.3919064151242,13.205752777298391
6721,2021,67,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-127,07-16-2021,12.311575153774069,5.859999999999999,2.030000000000001,21.659999999999997,163.6249089323438,12.791595245798852
6722,2021,67,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-38,07-16-2021,12.198858743826769,5.959999999999994,2.2699999999999996,20.509999999999998,161.9813972292553,12.727191254524907
6723,2021,67,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-171,07-16-2021,13.65481288735393,8.420000000000002,3.8599999999999994,21.66000000000001,161.38891865969487,12.703893838492782
6724,2021,67,24,check,2,WL,sorghum bicolor,BTx642,07-16-2021,13.405660472351494,8.909999999999997,2.7900000000000063,22.420000000000005,158.76157550196012,12.600062519763945
6725,2021,67,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-51,07-16-2021,12.946328392086533,9.440000000000001,2.7900000000000063,21.050000000000004,137.81738964096766,11.739565138495022
6726,2021,67,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-199,07-16-2021,15.021316474277715,10.539999999999992,3.3499999999999943,25.0,182.25610577340112,13.500226137861585
6727,2021,67,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-139,07-16-2021,10.903624984785166,5.670000000000002,2.6700000000000017,17.299999999999997,128.52025529039645,11.336677436109596
6728,2021,67,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-37,07-16-2021,13.21081945281008,6.890000000000001,3.6700000000000017,21.980000000000004,163.26439217529781,12.777495536109486
6729,2021,67,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-45,07-16-2021,11.828143950248453,6.5,3.450000000000003,18.36999999999999,135.67140487748887,11.64780686985704
6730,2021,67,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-168,07-16-2021,14.141715298505087,10.25,3.8900000000000006,22.370000000000005,150.17701060487354,12.254673010932342
6731,2021,67,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-68,,,,,,,
6732,2021,67,32,border,,WL,sorghum bicolor,BTx642,,,,,,,
6801,2021,68,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.461801306159096,9.549999999999997,6.109999999999999,22.470000000000006,123.85041042179309,11.128809928370288
6802,2021,68,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-2,07-16-2021,11.266790231086866,7.719999999999999,5.109999999999999,14.689999999999998,96.281177558107,9.812297262012958
6803,2021,68,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-197,07-16-2021,11.587710074088102,7.549999999999997,3.8599999999999994,16.129999999999995,124.6819490719304,11.16610715835785
6804,2021,68,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-114,07-16-2021,13.242690415236847,8.38000000000001,3.8599999999999994,20.269999999999996,151.28868138184004,12.299946397518976
6805,2021,68,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-244,07-16-2021,12.779209122771372,7.940000000000012,2.9399999999999977,20.78,148.49518967775904,12.185860235443332
6806,2021,68,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-56,07-16-2021,12.335612744945422,8.490000000000002,3.1599999999999966,19.25,129.81482836184884,11.3936310437827
6807,2021,68,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-243,07-16-2021,13.991251074883017,8.329999999999998,3.260000000000005,23.550000000000004,173.3318437287514,13.165555200171067
6808,2021,68,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-145,07-16-2021,12.820823785693259,7.329999999999998,3.1099999999999994,20.924999999999997,155.70504563047345,12.478182785585146
6809,2021,68,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-96,07-16-2021,8.958481158842563,5.3500000000000085,2.8400000000000034,11.740000000000009,79.97335868770485,8.942782491356079
6810,2021,68,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-71,07-16-2021,11.963461534272831,6.929999999999994,3.9099999999999966,17.39,128.44072282044215,11.333169142849767
6811,2021,68,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-27,07-16-2021,12.133242870618968,6.859999999999999,4.859999999999999,16.199999999999996,138.5068070045685,11.76889149429837
6812,2021,68,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-223,07-16-2021,13.29597172914345,7.36999999999999,4.859999999999999,19.729999999999997,149.90396010380294,12.243527273780336
6813,2021,68,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-212,07-16-2021,13.210074626026952,6.640000000000001,4.980000000000004,20.170000000000016,153.00527495874758,12.36953010258464
6814,2021,68,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-68,07-16-2021,11.718813271613554,6.420000000000002,4.809999999999988,15.0,133.73933633380395,11.56457246653779
6815,2021,68,15,check,1,WL,sorghum bicolor,BTx642,07-16-2021,14.000814427391466,7.980000000000018,5.25,20.950000000000003,157.6342644051581,12.555248480422764
6816,2021,68,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-13,07-16-2021,9.733711631619204,5.25,3.25,10.689999999999998,120.31893566565475,10.968998845184311
6817,2021,68,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-131,07-16-2021,14.908676380485568,10.030000000000001,3.879999999999999,24.340000000000003,180.02315460030732,13.417270758254352
6818,2021,68,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-21,07-16-2021,14.004839144535989,8.299999999999997,2.519999999999996,24.169999999999998,191.7540485810625,13.847528609144033
6819,2021,68,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-120,07-16-2021,12.550391569099242,6.97999999999999,3.1299999999999955,20.340000000000003,150.2331487276168,12.256963275119038
6820,2021,68,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-170,07-16-2021,13.459380237947055,8.05,3.469999999999999,21.78,159.1846205761425,12.616838771108336
6821,2021,68,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-126,07-16-2021,13.370154228820768,9.390000000000002,2.910000000000011,22.510000000000005,144.03734915799274,12.001556114020913
6822,2021,68,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-174,07-16-2021,11.230217529107371,5.859999999999999,3.030000000000001,19.340000000000018,114.8892021370278,10.718638072862978
6823,2021,68,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-154,07-16-2021,11.339905503418514,5.609999999999999,2.1500000000000057,18.629999999999995,145.8314251528974,12.076068282056763
6824,2021,68,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-61,07-16-2021,12.69260323881305,8.070000000000004,2.4000000000000057,21.489999999999995,147.60591730276084,12.149317565310442
6825,2021,68,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-36,07-16-2021,14.079213554429456,10.319999999999993,3.009999999999991,23.050000000000004,160.64841655927637,12.674715640174195
6826,2021,68,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-164,07-16-2021,16.965265891766983,14.630000000000003,4.219999999999999,27.39,188.29385636447557,13.722020855707646
6827,2021,68,27,check,2,WL,sorghum bicolor,BTx642,07-16-2021,16.378578147404642,12.740000000000009,3.4499999999999886,27.589999999999996,199.57195342857898,14.12699378596094
6828,2021,68,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-113,07-16-2021,12.08275554184931,7.349999999999994,2.450000000000003,19.439999999999998,141.0166883472495,11.875044772431366
6829,2021,68,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-5,07-16-2021,16.297450959251627,10.370000000000005,3.5,27.439999999999998,236.62520111932483,15.382626600139679
6830,2021,68,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-23,07-16-2021,13.85478057290932,9.27,4.010000000000005,22.489999999999995,150.01065470567772,12.247883682729752
6831,2021,68,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-129,07-16-2021,13.527881975765448,10.400000000000006,5.3799999999999955,20.710000000000008,105.51201472465542,10.271904143081526
6832,2021,68,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.496424796759584,13.449999999999989,6.939999999999998,23.489999999999995,104.28784901672093,10.212142234454088
6901,2021,69,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.217600677546857,7.939999999999998,5.5,20.660000000000025,110.42183568599638,10.508179465825485
6902,2021,69,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-221,07-16-2021,10.880848257061498,6.670000000000002,3.280000000000001,16.099999999999994,110.12006109843321,10.49381060904156
