plot,year,range,column,type,rep,treatment,species,accession,date,mean_tgi,median_tgi,q1_tgi,q3_tgi,var_tgi,sd_tgi
5501,2021,55,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,10.986744697499615,6.450000000000003,4.159999999999997,15.180000000000007,116.04343366361951,10.772345782772641
5502,2021,55,02,border,,WL,sorghum bicolor,BTx642,07-16-2021,11.614417011921871,7.3799999999999955,3.2099999999999937,16.960000000000008,127.1187790830555,11.274696407578144
5503,2021,55,03,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.083565876667533,8.670000000000002,2.9399999999999977,19.909999999999997,166.35994386813908,12.89805969392835
5504,2021,55,04,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.685266069401743,11.720000000000013,4.049999999999999,25.86,177.2892742939244,13.315001851067255
5505,2021,55,05,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.093803638727875,9.010000000000005,2.989999999999995,23.299999999999997,179.07646006509418,13.381945301976621
5506,2021,55,06,border,,WL,sorghum bicolor,BTx642,07-16-2021,18.26367071547607,16.710000000000008,4.235000000000001,30.44,202.89596883914973,14.24415560288323
5507,2021,55,07,border,,WL,sorghum bicolor,BTx642,07-16-2021,11.6782881791249,5.160000000000011,2.1000000000000014,18.86,172.40386595182002,13.130265265858874
5508,2021,55,08,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.858941783859112,12.230000000000004,4.5,28.609999999999996,198.193598250929,14.078124813018565
5509,2021,55,09,border,,WL,sorghum bicolor,BTx642,07-16-2021,12.570690765660265,6.059999999999988,2.8900000000000006,20.510000000000005,165.84002989002332,12.877889186121433
5510,2021,55,10,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.267060135029045,7.880000000000003,4.230000000000004,20.099999999999998,146.42849057109458,12.10076404906296
5511,2021,55,11,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.880419859926356,9.299999999999997,4.13000000000001,21.559999999999995,154.31657629639918,12.42242231999859
5512,2021,55,12,border,,WL,sorghum bicolor,BTx642,07-16-2021,17.40066133380064,12.66,4.790000000000006,29.340000000000003,197.44344656006564,14.051457097399744
5513,2021,55,13,border,,WL,sorghum bicolor,BTx642,07-16-2021,18.45873811355593,14.810000000000002,4.859999999999999,30.120000000000005,215.3469872967025,14.674705697106928
5514,2021,55,14,border,,WL,sorghum bicolor,BTx642,07-16-2021,17.441974836483976,12.36999999999999,5.390000000000001,29.22,195.90261308955687,13.996521463905125
5515,2021,55,15,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.675521434706784,9.079999999999998,4.280000000000001,27.0,196.56637831981834,14.020213205219752
5516,2021,55,16,border,,WL,sorghum bicolor,BTx642,07-16-2021,17.704405907585045,14.0,5.739999999999995,29.099999999999994,179.748604559585,13.407035636544903
5517,2021,55,17,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.252756121168288,9.83999999999999,4.109999999999999,25.760000000000005,176.41102809855667,13.281981331810275
5518,2021,55,18,border,,WL,sorghum bicolor,BTx642,07-16-2021,17.014236438943016,12.270000000000003,5.6200000000000045,27.489999999999995,182.91622656632373,13.524652548820754
5519,2021,55,19,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.264463434173887,11.270000000000003,4.52000000000001,27.22,192.73137562522092,13.882772620237677
5520,2021,55,20,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.15854199733519,10.5,4.280000000000001,27.370000000000005,199.4410628595505,14.12236038555703
5521,2021,55,21,border,,WL,sorghum bicolor,BTx642,07-16-2021,17.122858586240618,11.620000000000005,4.280000000000001,29.27,221.71210489735728,14.890000164451218
5522,2021,55,22,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.608297217209923,6.6200000000000045,3.1300000000000097,23.220000000000013,191.67017477088908,13.844499802119579
5523,2021,55,23,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.967163316529918,10.519999999999996,4.329999999999998,26.880000000000003,193.5743603909312,13.91310031556343
5524,2021,55,24,border,,WL,sorghum bicolor,BTx642,07-16-2021,12.38757070348683,5.890000000000001,2.1099999999999994,21.200000000000003,172.52433580937762,13.1348519523205
5525,2021,55,25,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.140094556564208,10.05,3.1099999999999994,25.730000000000004,194.2622757704526,13.937800248620748
5526,2021,55,26,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.350783774669786,10.22999999999999,3.450000000000003,26.439999999999998,187.69857960357442,13.700313120639777
5527,2021,55,27,border,,WL,sorghum bicolor,BTx642,07-16-2021,17.006119500875414,13.470000000000006,5.420000000000002,27.879999999999995,177.46836696434832,13.32172537490352
5528,2021,55,28,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.403044850608147,11.440000000000001,4.689999999999998,27.000000000000007,188.33766712970888,13.723617129959173
5529,2021,55,29,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.728859263756934,14.129999999999995,4.840000000000003,27.510000000000005,169.38847042110575,13.014932593798008
5530,2021,55,30,border,,WL,sorghum bicolor,BTx642,07-16-2021,15.374291607587772,10.980000000000004,3.029999999999994,26.39,188.0208491496877,13.712069469984744
5531,2021,55,31,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.862868983524875,9.400000000000006,2.719999999999999,23.610000000000003,163.4559672928018,12.784989921497857
5532,2021,55,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,13.50802446632998,8.840000000000003,3.009999999999998,22.589999999999996,160.18369132359467,12.656369594934981
5601,2021,56,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,12.174227111623667,6.109999999999999,4.25,19.200000000000003,141.0235873175265,11.875335250742461
5602,2021,56,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-163,07-16-2021,10.384709099545365,5.13000000000001,1.990000000000009,16.049999999999997,133.15334809784284,11.539209162583147
5603,2021,56,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-111,07-16-2021,11.920639630295788,5.66,1.8899999999999864,19.86,169.25611152617483,13.009846714169035
5604,2021,56,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-138,07-16-2021,9.903343773918165,4.840000000000003,2.1099999999999994,12.840000000000003,130.55120966698286,11.425900825185858
5605,2021,56,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-100,07-16-2021,12.782770216073374,8.840000000000003,3.719999999999999,18.349999999999994,147.24903861223896,12.134621486154357
5606,2021,56,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-22,07-16-2021,12.593376139881201,6.420000000000002,2.819999999999993,21.03,165.4333347867376,12.862089052200563
5607,2021,56,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-69,07-16-2021,12.95231048707341,6.450000000000003,2.6700000000000017,22.320000000000007,176.58287265444235,13.288448843053215
5608,2021,56,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-222,07-16-2021,11.70862798255604,6.160000000000004,3.180000000000007,16.099999999999994,160.11824268799677,12.653783730094203
5609,2021,56,09,check,1,WL,sorghum bicolor,BTx642,07-16-2021,15.139595696257095,9.180000000000007,3.8800000000000026,25.880000000000003,186.82479192391682,13.668386588179192
5610,2021,56,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-249,07-16-2021,19.175728191768783,11.124999999999996,5.790000000000006,31.510000000000005,288.6796971870686,16.990576717318003
5611,2021,56,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-17,07-16-2021,14.6989530593363,9.469999999999999,5.689999999999998,21.9,157.05700640260545,12.532238682797477
5612,2021,56,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-81,07-16-2021,15.880220352564102,10.349999999999994,6.349999999999994,24.83,161.78290030872876,12.71939072081398
5613,2021,56,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-133,07-16-2021,14.569834209949596,9.079999999999998,5.809999999999999,22.049999999999997,155.67672083598066,12.477047761228642
5614,2021,56,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-40,07-16-2021,15.50493714716262,9.199999999999989,5.730000000000004,24.290000000000006,185.28375354935392,13.611897499957673
5615,2021,56,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-74,07-16-2021,13.346171647633705,6.859999999999999,4.959999999999994,18.86,168.7036461590309,12.9885967740565
5616,2021,56,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-67,07-16-2021,14.976109047440827,7.859999999999999,4.760000000000005,24.66000000000001,198.31296936471392,14.082363770500814
5617,2021,56,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-87,07-16-2021,11.9746847697892,6.859999999999999,4.179999999999993,16.049999999999997,136.34798020389442,11.676813786469939
5618,2021,56,18,check,2,WL,sorghum bicolor,BTx642,07-16-2021,13.288425742356157,7.640000000000001,4.349999999999994,19.810000000000002,161.15664617357646,12.694748763704482
5619,2021,56,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-244,07-16-2021,16.660310644231256,10.909999999999997,5.3999999999999915,27.560000000000002,197.23240014792694,14.043945319885255
5620,2021,56,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-173,07-16-2021,15.129120114724643,9.450000000000003,4.179999999999993,25.069999999999993,186.10269780877672,13.641946261761065
5621,2021,56,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-103,07-16-2021,15.610873486345442,7.3700000000000045,3.839999999999989,25.810000000000002,259.4005565208597,16.105916817147037
5622,2021,56,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-232,07-16-2021,14.02856084460085,7.61999999999999,4.280000000000001,22.93,169.25843897129056,13.009936163228879
5623,2021,56,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-93,07-16-2021,13.413195796072246,7.590000000000003,4.179999999999993,20.51,161.08607579534797,12.691968948722966
5624,2021,56,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-242,07-16-2021,12.685944226540514,7.3500000000000085,3.6200000000000045,18.56,153.88191730181367,12.404915046134482
5625,2021,56,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-101,07-16-2021,10.511364713387405,5.179999999999993,2.229999999999995,16.370000000000005,129.71360545779797,11.389188094758905
5626,2021,56,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-122,07-16-2021,10.911227494497538,4.61999999999999,2.010000000000005,16.200000000000003,170.41220286994172,13.054202498427154
5627,2021,56,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-216,07-16-2021,13.659974855377335,7.6200000000000045,2.7900000000000063,23.830000000000002,182.18573867114006,13.4976197409447
5628,2021,56,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-41,07-16-2021,13.221768923452101,8.13000000000001,3.0500000000000007,21.22,167.33128117249382,12.935659286348486
5629,2021,56,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-166,07-16-2021,11.037666493675777,5.400000000000006,1.6700000000000017,16.560000000000002,160.5102878340521,12.669265481236554
5630,2021,56,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-203,07-16-2021,10.243472540778429,4.689999999999998,1.5,15.810000000000002,140.00636361411546,11.832428474920754
5631,2021,56,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-11,07-16-2021,14.108655334384629,8.130000000000003,2.5,24.269999999999996,195.37831786043597,13.977779432386104
5632,2021,56,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.736957227238019,9.44,4.61999999999999,24.539999999999992,159.50654762795983,12.629590160728092
5701,2021,57,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.715911108309827,10.25,4.450000000000003,24.1,147.1941997745647,12.13236167341564
5702,2021,57,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-48,07-16-2021,11.023180772953413,5.840000000000003,3.1099999999999994,17.47,120.10989891547447,10.959466178399133
5703,2021,57,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-35,07-16-2021,11.459730751421917,5.960000000000008,2.1799999999999997,17.880000000000003,154.91271152330063,12.446393514721468
5704,2021,57,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-195,07-16-2021,13.635519365904022,8.929999999999993,5.279999999999987,20.930000000000007,138.00377880159482,11.747500959846516
5705,2021,57,05,check,1,WL,sorghum bicolor,BTx642,07-16-2021,14.348615704206017,9.450000000000003,5.009999999999991,22.397499999999997,152.12621629148296,12.333945690308635
5706,2021,57,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-105,07-16-2021,12.623694426042755,6.959999999999994,2.8900000000000006,20.22,165.29584197563193,12.856743054741038
5707,2021,57,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-226,07-16-2021,10.680301339424256,5.570000000000007,2.450000000000003,16.03,130.305369734908,11.415137744894189
5708,2021,57,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-198,07-16-2021,14.098438635922195,8.790000000000006,4.450000000000003,22.049999999999997,157.50422627270575,12.55006877561656
5709,2021,57,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-165,07-16-2021,11.550137812970567,6.519999999999996,3.6199999999999903,15.829999999999998,135.47769500783158,11.639488605941052
5710,2021,57,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-122,07-16-2021,13.679691960274022,8.149999999999991,5.299999999999997,19.540000000000006,151.37695988795605,12.303534446977261
5711,2021,57,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-95,07-16-2021,12.505044824120601,7.909999999999997,5.810000000000002,15.810000000000002,117.20712352605972,10.826223881208984
5712,2021,57,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-156,07-16-2021,15.28305980081184,9.960000000000008,6.690000000000012,23.189999999999998,145.14144551972535,12.047466352711899
5713,2021,57,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-158,07-16-2021,15.633378842826328,9.86,6.200000000000003,24.999999999999993,161.5732358611476,12.71114612696855
5714,2021,57,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-135,07-16-2021,10.159565448643432,6.689999999999998,5.13000000000001,9.539999999999992,92.01848077041323,9.592626375003523
5715,2021,57,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-80,07-16-2021,15.622717542662116,8.93,5.739999999999995,25.019999999999996,180.45164446424516,13.43322911530378
5716,2021,57,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-4,07-16-2021,14.254392358543162,8.54,5.689999999999998,20.66,161.21019626544737,12.696857731952711
5717,2021,57,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-243,07-16-2021,12.784502299058762,7.8799999999999955,3.6400000000000006,19.220000000000002,149.52220694057704,12.227927336248651
5718,2021,57,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-226,07-16-2021,12.0394231199181,7.299999999999997,3.789999999999992,17.509999999999998,131.76174141497071,11.478751735923671
5719,2021,57,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-119,07-16-2021,14.09705019506468,9.129999999999995,4.999999999999997,21.710000000000008,149.2447616013865,12.216577327606391
5720,2021,57,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-181,07-16-2021,14.700493724350716,8.909999999999997,3.490000000000002,24.950000000000017,182.18962091011704,13.497763552163635
5721,2021,57,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-194,07-16-2021,10.523675047300248,5.519999999999996,2.5700000000000074,13.36999999999999,143.65912599640447,11.985788501237808
5722,2021,57,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-53,07-16-2021,15.38328100170181,10.079999999999998,4.879999999999999,25.339999999999996,172.1332513229585,13.119956224125083
5723,2021,57,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-210,07-16-2021,11.986363630871834,6.349999999999994,2.5700000000000074,18.950000000000003,155.43971563640298,12.467546496259919
5724,2021,57,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-12,07-16-2021,12.615853806386676,6.810000000000002,2.9099999999999966,19.89999999999998,166.27245042848563,12.89466751911369
5725,2021,57,25,check,2,WL,sorghum bicolor,BTx642,07-16-2021,12.600890956650227,6.66,1.7399999999999949,21.319999999999993,177.9894543648393,13.341268843885851
5726,2021,57,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-49,07-16-2021,14.076817950639755,8.909999999999997,2.3000000000000114,23.95000000000001,185.60106825937905,13.623548299153898
5727,2021,57,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-71,07-16-2021,14.085854820978811,8.960000000000008,2.3499999999999943,25.05000000000001,180.40062882378064,13.431330121167473
5728,2021,57,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-73,07-16-2021,15.15110897690096,10.220000000000002,2.6899999999999977,26.490000000000002,197.08136973775225,14.03856722524604
5729,2021,57,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-65,07-16-2021,14.795235044268104,9.909999999999997,2.830000000000002,24.949999999999996,194.40111108890895,13.942779891001255
5730,2021,57,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-4,07-16-2021,13.864203599655797,8.710000000000008,2.1799999999999926,23.71,184.88951706302979,13.597408468639522
5731,2021,57,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-215,07-16-2021,10.714966957817792,5.570000000000007,1.4499999999999886,17.859999999999992,138.5965180978594,11.772702242809821
5732,2021,57,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,16.683276644257443,14.149999999999999,5.109999999999999,27.39,162.61594178934172,12.752095584230135
5801,2021,58,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.717994966115949,10.370000000000005,4.5,23.979999999999997,147.9862199169601,12.164958689488431
5802,2021,58,02,experimental,1,WL,sorghum bicolor,AZ21-BTx642-58,07-16-2021,9.279379581702095,5.100000000000001,3.1099999999999994,12.442500000000004,94.66888745961201,9.729793803550619
5803,2021,58,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-142,07-16-2021,11.492366715813208,6.840000000000003,2.9399999999999977,15.739999999999995,148.4358782707431,12.183426376465
5804,2021,58,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-16,07-16-2021,15.457772736801934,10.060000000000002,7.61999999999999,21.590000000000003,152.21728610369115,12.337636974059949
5805,2021,58,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-32,07-16-2021,14.49102972053287,9.450000000000003,4.6699999999999875,22.049999999999997,169.41787742275798,13.01606228560535
5806,2021,58,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-225,07-16-2021,13.311549990297578,7.890000000000001,3.940000000000012,20.740000000000006,157.61975395033295,12.554670603019936
5807,2021,58,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-247,07-16-2021,13.763193454060428,8.61999999999999,4.61999999999999,20.689999999999998,155.34844250396077,12.463885529960582
5808,2021,58,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-31,07-16-2021,13.799854119341791,8.52000000000001,4.790000000000006,20.64,153.61913472136385,12.394318646918993
5809,2021,58,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-18,07-16-2021,14.863615877038162,9.350000000000009,5.059999999999988,23.490000000000002,165.35676431548183,12.859112112252612
5810,2021,58,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-192,07-16-2021,14.433306983611898,9.759999999999998,6.469999999999999,20.14999999999999,134.2238647629785,11.585502352637908
5811,2021,58,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-159,07-16-2021,15.210311377245512,10.570000000000007,5.909999999999997,23.029999999999998,144.26580991215044,12.011070306685847
5812,2021,58,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-104,07-16-2021,16.13052511207182,11.709999999999994,7.469999999999999,23.83,142.70610146892747,11.945965907741721
5813,2021,58,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-202,07-16-2021,15.197471570870682,10.350000000000009,7.25,21.22,142.72013540747164,11.946553285674979
5814,2021,58,14,check,1,WL,sorghum bicolor,BTx642,07-16-2021,15.727749966159818,9.95,6.3500000000000085,23.88000000000001,170.81066106783544,13.069455270508998
5815,2021,58,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-90,07-16-2021,13.93050382502241,8.350000000000009,5.960000000000008,19.47,147.33599671749053,12.138204015318351
5816,2021,58,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-214,07-16-2021,14.624014291012774,9.420000000000016,6.079999999999998,20.88000000000001,151.87256030066044,12.323658559886363
5817,2021,58,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-8,07-16-2021,12.923341973773722,8.219999999999988,4.790000000000006,18.05000000000001,137.66140963864285,11.732919911029942
5818,2021,58,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-114,07-16-2021,14.520541331742507,9.370000000000005,4.079999999999998,22.999999999999986,168.04974391202882,12.963400167858309
5819,2021,58,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-161,07-16-2021,14.803117165981094,10.56,4.420000000000002,23.61,157.5048771318317,12.550094706090137
5820,2021,58,20,check,2,WL,sorghum bicolor,BTx642,07-16-2021,14.699430577559687,8.219999999999999,4.180000000000007,24.439999999999998,186.67598228115702,13.66294193360848
5821,2021,58,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-237,07-16-2021,13.742862170495615,8.100000000000009,4.050000000000011,22.169999999999987,159.62990047492477,12.634472702686281
5822,2021,58,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-218,07-16-2021,12.286431021285793,6.3500000000000085,3.569999999999993,19.10000000000001,148.1757365106979,12.172745643884042
5823,2021,58,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-134,07-16-2021,7.040754840423121,2.5200000000000102,1.3000000000000114,6.689999999999998,105.65967896473208,10.279089403479867
5824,2021,58,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-219,07-16-2021,14.218056858775903,8.64,3.25,24.049999999999997,178.42639490305433,13.357634330339124
5825,2021,58,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-81,07-16-2021,12.946325602056886,7.829999999999998,2.1299999999999955,21.61,168.34563104764408,12.974807553395314
5826,2021,58,26,experimental,2,WL,sorghum bicolor,AZ21-BTx642-2,07-16-2021,15.285215683716077,10.150000000000006,2.7099999999999973,26.0,206.7811278044722,14.379886223627508
5827,2021,58,27,experimental,2,WL,sorghum bicolor,AZ21-BTx642-75,07-16-2021,14.213716194569773,8.93,2.9800000000000004,24.439999999999998,176.4948395063675,13.285136036426858
5828,2021,58,28,experimental,2,WL,sorghum bicolor,AZ21-BTx642-211,07-16-2021,13.431157659040428,7.840000000000003,3.4000000000000057,21.979999999999997,164.3338866576827,12.819277930432849
5829,2021,58,29,experimental,2,WL,sorghum bicolor,AZ21-BTx642-196,07-16-2021,13.180196172848463,8.009999999999991,2.450000000000003,22.049999999999997,167.6836691826955,12.949272921005855
5830,2021,58,30,experimental,2,WL,sorghum bicolor,AZ21-BTx642-192,07-16-2021,14.76470036900369,10.319999999999997,3.3299999999999983,24.78000000000001,175.7220901218952,13.256020900779209
5831,2021,58,31,experimental,2,WL,sorghum bicolor,AZ21-BTx642-249,07-16-2021,13.453926188027983,7.109999999999999,2.8900000000000006,22.050000000000004,187.49416957970467,13.69285103912639
5832,2021,58,32,border,,WL,sorghum bicolor,BTx642,07-16-2021,10.788107120060348,5.060000000000002,3.3500000000000085,16.07999999999999,126.54748164495966,11.24933249775113
5901,2021,59,01,border,,WL,sorghum bicolor,BTx642,07-16-2021,14.809937823137636,9.400000000000006,4.890000000000001,24.25,150.43261964962406,12.265097620876242
5902,2021,59,02,check,1,WL,sorghum bicolor,BTx642,07-16-2021,10.854765739978909,6.750000000000002,4.759999999999998,14.180000000000007,96.85562337489061,9.841525459749144
5903,2021,59,03,experimental,1,WL,sorghum bicolor,AZ21-BTx642-51,07-16-2021,12.235702697513679,7.890000000000001,4.059999999999988,17.349999999999994,136.30089260043718,11.674797325882672
5904,2021,59,04,experimental,1,WL,sorghum bicolor,AZ21-BTx642-108,07-16-2021,15.005997679167177,9.719999999999999,6.109999999999999,22.880000000000003,157.45088727522526,12.547943547658527
5905,2021,59,05,experimental,1,WL,sorghum bicolor,AZ21-BTx642-41,07-16-2021,14.061817944562794,9.5,5.010000000000005,21.61,146.42914665289575,12.100791158139032
5906,2021,59,06,experimental,1,WL,sorghum bicolor,AZ21-BTx642-11,07-16-2021,13.802072995520785,7.450000000000003,3.1000000000000014,23.200000000000003,188.42407347322333,13.726764858233105
5907,2021,59,07,experimental,1,WL,sorghum bicolor,AZ21-BTx642-6,07-16-2021,10.40401684373419,5.150000000000006,2.6700000000000017,13.64,141.00803567641185,11.87468044523354
5908,2021,59,08,experimental,1,WL,sorghum bicolor,AZ21-BTx642-239,07-16-2021,11.41960773602014,6.61999999999999,4.109999999999999,14.909999999999997,128.5480344233681,11.337902558382133
5909,2021,59,09,experimental,1,WL,sorghum bicolor,AZ21-BTx642-29,07-16-2021,15.334386800495606,10.179999999999993,5.440000000000001,23.27,173.00479903772694,13.153128868741724
5910,2021,59,10,experimental,1,WL,sorghum bicolor,AZ21-BTx642-99,07-16-2021,15.222463451539872,10.319999999999993,5.739999999999995,23.099999999999994,155.86439559585466,12.484566295865253
5911,2021,59,11,experimental,1,WL,sorghum bicolor,AZ21-BTx642-5,07-16-2021,13.5672081586139,8.25,5.959999999999994,16.319999999999993,166.20086915095425,12.891891604840394
5912,2021,59,12,experimental,1,WL,sorghum bicolor,AZ21-BTx642-14,07-16-2021,15.195636787025373,9.689999999999998,6.299999999999997,23.25,148.7538714861795,12.196469632077124
5913,2021,59,13,experimental,1,WL,sorghum bicolor,AZ21-BTx642-183,07-16-2021,15.412940731665854,9.129999999999995,5.52000000000001,24.39,181.9493210859144,13.488859146937312
5914,2021,59,14,experimental,1,WL,sorghum bicolor,AZ21-BTx642-118,07-16-2021,13.29018396786785,8.350000000000009,5.960000000000008,19.200000000000003,126.64312924148533,11.253582951286463
5915,2021,59,15,experimental,1,WL,sorghum bicolor,AZ21-BTx642-126,07-16-2021,13.715204298274912,8.789999999999992,5.490000000000002,20.53,130.42917544657385,11.420559331599037
5916,2021,59,16,experimental,1,WL,sorghum bicolor,AZ21-BTx642-117,07-16-2021,14.382292345650681,8.52000000000001,5.420000000000016,20.39,169.20639319764166,13.007935777733593
5917,2021,59,17,experimental,2,WL,sorghum bicolor,AZ21-BTx642-116,07-16-2021,14.36699902674766,9.469999999999999,5.220000000000002,22.120000000000005,146.08980769270863,12.086761671047736
5918,2021,59,18,experimental,2,WL,sorghum bicolor,AZ21-BTx642-43,07-16-2021,14.479452653264193,9.100000000000009,3.3200000000000003,24.289999999999992,176.97834522857806,13.303320834610359
5919,2021,59,19,experimental,2,WL,sorghum bicolor,AZ21-BTx642-91,07-16-2021,12.745574890637617,5.640000000000001,3.1300000000000097,21.17,173.47988065340067,13.17117613022469
5920,2021,59,20,experimental,2,WL,sorghum bicolor,AZ21-BTx642-141,07-16-2021,13.80816337609309,7.3700000000000045,3.469999999999999,22.729999999999997,181.22527949026073,13.46199388984636
5921,2021,59,21,experimental,2,WL,sorghum bicolor,AZ21-BTx642-33,07-16-2021,14.425919476091783,9.11999999999999,4.200000000000003,23.63000000000001,163.1924540340109,12.774680193022872
5922,2021,59,22,experimental,2,WL,sorghum bicolor,AZ21-BTx642-200,07-16-2021,12.34203354418691,5.689999999999998,3.5599999999999987,18.529999999999994,166.98105531617088,12.922114970707035
5923,2021,59,23,experimental,2,WL,sorghum bicolor,AZ21-BTx642-35,07-16-2021,11.765244505462542,6.199999999999989,2.8299999999999983,18.10000000000001,149.18495938040837,12.214129497447143
5924,2021,59,24,experimental,2,WL,sorghum bicolor,AZ21-BTx642-60,07-16-2021,12.971857376392656,7.710000000000001,2.519999999999996,21.63000000000001,164.90292469540265,12.841453371616574
5925,2021,59,25,experimental,2,WL,sorghum bicolor,AZ21-BTx642-236,07-16-2021,12.71149277478695,8.060000000000002,2.180000000000007,21.219999999999995,157.33838486795236,12.5434598443951
